STATE,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS,YEAR
Texas,481546.0,6.0,1.0,None,18,June,2:00am-2:59am,9,Traffic Sign Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Not Applicable,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,481.0,Datsun/Nissan Titan (from 2007 on; see 473 for 2004-06),"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2016.0,1N6BA1F49GN5,1,N,6,B,A,1,F,4,9,G,N,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481546.0,7.0,1.0,None,18,June,2:00am-2:59am,9,Traffic Sign Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Not Applicable,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,481.0,Datsun/Nissan Titan (from 2007 on; see 473 for 2004-06),"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2016.0,1N6BA1F48GN5,1,N,6,B,A,1,F,4,8,G,N,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481546.0,8.0,1.0,None,18,June,2:00am-2:59am,9,Traffic Sign Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Not Applicable,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,481.0,Datsun/Nissan Titan (from 2007 on; see 473 for 2004-06),"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2016.0,1N6AD0ER2GN7,1,N,6,A,D,0,E,R,2,G,N,7,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Right-Front Side,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481556.0,2.0,1.0,04,21,June,1:00am-1:59am,20,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Toyota,32.0,Toyota Corolla,"4-door sedan, hardtop",2012.0,5YFBU4EE6CP0,5,Y,F,B,U,4,E,E,6,C,P,0,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,2.0,2016
Texas,481588.0,2.0,1.0,None,18,June,5:00pm-5:59pm,29,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,443.0,Chevrolet Venture,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2000.0,1GNDX03E0YD1,1,G,N,D,X,0,3,E,0,Y,D,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,3 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481591.0,2.0,1.0,01,13,March,5:00am-5:59am,4,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Multiple State Registration,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Peterbilt,881.0,Peterbilt Medium/Heavy - CBE,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2006.0,1XP7DB9X26D6,1,X,P,7,D,B,9,X,2,6,D,6,One Trailing Unit,US DOT,2488033,572488033,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Unknown Cargo Body Type,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481629.0,3.0,2.0,None,29,June,8:00pm-8:59pm,9,"Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.)",Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,GMC,402.0,GMC Terrain,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2015.0,2GKALMEK0F64,2,G,K,A,L,M,E,K,0,F,6,4,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left-Back Side,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481630.0,2.0,1.0,01,29,June,3:00am-3:59am,26,Concrete Traffic Barrier,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,48.0,Datsun/Nissan 350Z/370Z,"2-door sedan,hardtop,coupe",2014.0,JN1AZ4EH1EM6,J,N,1,A,Z,4,E,H,1,E,M,6,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481649.0,2.0,1.0,None,3,July,5:00am-5:59am,5,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,481.0,"Chevrolet C, K, R, V-series pickup/Silverado","Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2010.0,1GCSCREAXAZ2,1,G,C,S,C,R,E,A,X,A,Z,2,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,5 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Parked Motor Vehicle,None,None,No or Not Reported,0.0,2016
Texas,481649.0,3.0,1.0,None,3,July,5:00am-5:59am,5,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,3.0,Ford Mustang/Mustang II,"2-door sedan,hardtop,coupe",2006.0,1ZVFT82H4652,1,Z,V,F,T,8,2,H,4,6,5,2,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Top,No Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481649.0,4.0,1.0,None,3,July,5:00am-5:59am,5,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,481.0,"Chevrolet C, K, R, V-series pickup/Silverado","Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2008.0,2GCEK13J5813,2,G,C,E,K,1,3,J,5,8,1,3,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481656.0,2.0,1.0,01,15,June,10:00am-10:59am,50,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Multiple State Registration,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Freightliner,881.0,Freightliner Medium/Heavy - CBE,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2005.0,1FUJA6CK15LM,1,F,U,J,A,6,C,K,1,5,L,M,One Trailing Unit,US DOT,1942130,571942130,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481709.0,2.0,1.0,01,9,July,3:00am-3:59am,46,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,401.0,Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2001.0,1FMYU60E91UC,1,F,M,Y,U,6,0,E,9,1,U,C,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,1.0,2016
Texas,481717.0,2.0,1.0,None,2,July,11:00pm-11:59pm,43,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,482.0,Chevrolet Avalanche,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2005.0,3GNEC12Z45G2,3,G,N,E,C,1,2,Z,4,5,G,2,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Right-Front Side,Not Reported,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481725.0,2.0,1.0,None,12,July,1:00pm-1:59pm,45,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,481.0,Ford F-Series pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2002.0,1FTRW07L72KC,1,F,T,R,W,0,7,L,7,2,K,C,One Trailing Unit,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481813.0,2.0,1.0,None,18,July,7:00am-7:59am,32,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Buick / Opel,7.0,Buick / Opel Century,"4-door sedan, hardtop",2000.0,2G4WY55J7Y13,2,G,4,W,Y,5,5,J,7,Y,1,3,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,7 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481813.0,3.0,1.0,None,18,July,7:00am-7:59am,32,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chrysler,51.0,Chrysler 300M/300/300C/300S,"4-door sedan, hardtop",2007.0,2C3KK63H57H8,2,C,3,K,K,6,3,H,5,7,H,8,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,7 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481850.0,2.0,1.0,01,25,July,11:00am-11:59am,45,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,International Harvester/Navistar,881.0,International Harvester/Navistar Medium/Heavy - CBE,"Single-unit straight truck or Cab-Chassis (19,500 lbs. < GVWR < or = 26,000 lbs.)",1994.0,1HTSAZRM8RH5,1,H,T,S,A,Z,R,M,8,R,H,5,No Trailing Units,Unknown,Unknown,Unknown,"10,001 lbs - 26,000 lbs","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Unknown Cargo Body Type,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,Unknown,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481863.0,2.0,1.0,None,16,June,10:00am-10:59am,1,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,481.0,Ford F-Series pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2015.0,1FT7W2BT9FEC,1,F,T,7,W,2,B,T,9,F,E,C,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481863.0,3.0,1.0,None,16,June,10:00am-10:59am,1,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,481.0,Ford F-Series pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2014.0,1FT7W2BT4EEA,1,F,T,7,W,2,B,T,4,E,E,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481869.0,2.0,1.0,01,16,July,1:00am-1:59am,7,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Toyota,482.0,Toyota Tundra,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2016.0,5TFEM5F11GX1,5,T,F,E,M,5,F,1,1,G,X,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481938.0,2.0,1.0,None,20,July,0:00am-0:59am,56,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Washington,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Hyundai,36.0,Hyundai Accent,"4-door sedan, hardtop",2013.0,KMHCT4AE2DU5,K,M,H,C,T,4,A,E,2,D,U,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left-Front Side,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481957.0,2.0,1.0,None,1,August,3:00pm-3:59pm,53,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,482.0,Dodge Ram Pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2008.0,1D7HA18258S5,1,D,7,H,A,1,8,2,5,8,S,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481960.0,2.0,1.0,None,1,August,11:00pm-11:59pm,21,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,881.0,Ford Medium/Heavy - CBE,"Single-unit straight truck or Cab-Chassis (10,000 lbs. < GVWR < or = 19,500 lbs.)",2008.0,1FDXX46R18EC,1,F,D,X,X,4,6,R,1,8,E,C,Vehicle Towing Another Motor Vehicle - Fixed Linkage,None,None,None,"10,001 lbs - 26,000 lbs",Truck Pulling Trailer(s),Vehicle Towing Another Motor Vehicle,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481967.0,2.0,1.0,None,3,August,9:00am-9:59am,2,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,50.0,Datsun/Nissan Versa,"4-door sedan, hardtop",2012.0,3N1CN7AP9CL8,3,N,1,C,N,7,A,P,9,C,L,8,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,9 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Rollover/Overturn,None,None,No or Not Reported,0.0,2016
Texas,481984.0,2.0,1.0,None,5,August,9:00pm-9:59pm,45,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,404.0,Chevrolet Equinox,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2008.0,2CNDL43F3860,2,C,N,D,L,4,3,F,3,8,6,0,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,9 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Parked Motor Vehicle,Vehicle Registration for Handicapped,None,No or Not Reported,0.0,2016
Texas,481984.0,3.0,1.0,None,5,August,9:00pm-9:59pm,45,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,404.0,Chevrolet Equinox,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2006.0,2CNDL13F6661,2,C,N,D,L,1,3,F,6,6,6,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481984.0,4.0,1.0,None,5,August,9:00pm-9:59pm,45,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,47.0,Datsun/Nissan Altima,"2-door sedan,hardtop,coupe",2009.0,1N4AL24E49C1,1,N,4,A,L,2,4,E,4,9,C,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,9 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481984.0,5.0,1.0,None,5,August,9:00pm-9:59pm,45,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,481.0,"Chevrolet C, K, R, V-series pickup/Silverado","Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",2007.0,2GCEC19J1715,2,G,C,E,C,1,9,J,1,7,1,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left-Front Side,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481984.0,6.0,1.0,None,5,August,9:00pm-9:59pm,45,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,401.0,Datsun/Nissan Pathfinder,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2013.0,5N1AR2MN1DC6,5,N,1,A,R,2,M,N,1,D,C,6,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left-Back Side,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481984.0,7.0,1.0,None,5,August,9:00pm-9:59pm,45,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,47.0,Datsun/Nissan Altima,"4-door sedan, hardtop",2007.0,1N4AL21E97C1,1,N,4,A,L,2,1,E,9,7,C,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
Texas,481984.0,8.0,1.0,None,5,August,9:00pm-9:59pm,45,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,472.0,Datsun/Nissan Frontier (1998 on),"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",2010.0,1N6BD0CT8AC4,1,N,6,B,D,0,C,T,8,A,C,4,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left-Back Side,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2016
