STATE,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS,YEAR
Texas,483001.0,2.0,1.0,None,24,December,4:00am-4:59am,16,Curb,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,461.0,Ford E-Series Van/Econoline,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",1997.0,1FBJS31L3VHA,1,F,B,J,S,3,1,L,3,V,H,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483001.0,3.0,1.0,None,24,December,4:00am-4:59am,16,Curb,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,461.0,Ford E-Series Van/Econoline,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",1997.0,1FBJS31L1VHA,1,F,B,J,S,3,1,L,1,V,H,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,9 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483001.0,4.0,1.0,None,24,December,4:00am-4:59am,16,Curb,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,461.0,Ford E-Series Van/Econoline,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",2001.0,1FBSS31F21HA,1,F,B,S,S,3,1,F,2,1,H,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,7 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483107.0,2.0,1.0,01,31,December,4:00pm-4:59pm,25,Concrete Traffic Barrier,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,16.0,Ford Crown Victoria,"4-door sedan, hardtop",2011.0,2FABP7BV5BX1,2,F,A,B,P,7,B,V,5,B,X,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,Police,Not Applicable,No Underride or Override Noted,6 Clock Point,Functional Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483120.0,2.0,1.0,None,11,December,2:00am-2:59am,47,Working Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,"Working Motor Vehicle (highway construction, maintenance, utility only)",No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,International Harvester/Navistar,881.0,International Harvester/Navistar Medium/Heavy - CBE,"Single-unit straight truck or Cab-Chassis (10,000 lbs. < GVWR < or = 19,500 lbs.)",2006.0,1HTMMAAM66H1,1,H,T,M,M,A,A,M,6,6,H,1,No Trailing Units,Not Reported,Not Reported,Not Reported,"10,001 lbs - 26,000 lbs","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Flatbed,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483190.0,2.0,1.0,None,18,August,3:00am-3:59am,53,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,KIA,37.0,KIA Soul,Station Wagon (excluding van and truck based),2014.0,KNDJN2A29E77,K,N,D,J,N,2,A,2,9,E,7,7,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Functional Damage,Not Reported,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483202.0,2.0,1.0,None,27,December,6:00pm-6:59pm,32,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Buick / Opel,2.0,"Buick / Opel LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE","4-door sedan, hardtop",1998.0,1G4HP52K6WH4,1,G,4,H,P,5,2,K,6,W,H,4,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483202.0,3.0,1.0,None,27,December,6:00pm-6:59pm,32,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,481.0,"Chevrolet C, K, R, V-series pickup/Silverado","Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2001.0,3GNFK16T41G2,3,G,N,F,K,1,6,T,4,1,G,2,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483210.0,2.0,1.0,01,13,April,7:00pm-7:59pm,52,Tree (Standing Only),Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Cadillac,3.0,"Cadillac Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan","4-door sedan, hardtop",1998.0,1G6KE54Y3WU7,1,G,6,K,E,5,4,Y,3,W,U,7,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,Vehicle Registration for Handicapped,None,No or Not Reported,0.0,2014
Texas,483257.0,2.0,1.0,None,2,July,9:00am-9:59am,12,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,481.0,"Chevrolet C, K, R, V-series pickup/Silverado","Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2013.0,1GCNCPEXXDZ3,1,G,C,N,C,P,E,X,X,D,Z,3,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483261.0,2.0,1.0,None,22,March,0:00am-0:59am,15,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,KIA,37.0,KIA Soul,Station Wagon (excluding van and truck based),2014.0,KNDJP3A56E70,K,N,D,J,P,3,A,5,6,E,7,0,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,483261.0,3.0,1.0,None,22,March,0:00am-0:59am,15,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,37.0,Ford Focus,"4-door sedan, hardtop",2000.0,1FAFP34P9YW4,1,F,A,F,P,3,4,P,9,Y,W,4,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Left,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2014
Texas,480005.0,1.0,1.0,04,1,January,6:00pm-6:59pm,27,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Other Make,988.0,Other Make Other (bus),Transit Bus (City Bus),2013.0,5FYC8FB10DC0,5,F,Y,C,8,F,B,1,0,D,C,0,No Trailing Units,US DOT,780798,57780798,"26,001 lbs. or more","Bus (seats for more than 15 occupants, including driver)",Bus,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Transit/ Commuter,Vehicle Used as Other Bus,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480084.0,2.0,1.0,01,9,January,10:00pm-10:59pm,10,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Freightliner,881.0,Freightliner Medium/Heavy - CBE,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",1997.0,1FUYDSYB4VP8,1,F,U,Y,D,S,Y,B,4,V,P,8,No Trailing Units,US DOT,2469139,572469139,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Dump,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480126.0,2.0,1.0,None,19,January,5:00am-5:59am,52,Object Fell From Motor Vehicle In-Transport,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,481.0,Ford F-Series pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2002.0,1FTRW07LX2KA,1,F,T,R,W,0,7,L,X,2,K,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480142.0,2.0,1.0,02,22,January,6:00am-6:59am,35,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Multiple State Registration,Driverless/Motor Vehicle Parked/Stopped Off Roadway,International Harvester/Navistar,881.0,International Harvester/Navistar Medium/Heavy - CBE,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2009.0,2HSCWAPR79C0,2,H,S,C,W,A,P,R,7,9,C,0,One Trailing Unit,US DOT,2192749,572192749,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480182.0,2.0,1.0,None,18,January,9:00pm-9:59pm,23,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,482.0,Dodge Ram Pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2003.0,3D7KA26C93G8,3,D,7,K,A,2,6,C,9,3,G,8,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Top,Not Reported,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480182.0,3.0,1.0,None,18,January,9:00pm-9:59pm,23,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,482.0,Dodge Ram Pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2006.0,1D7KS28C26J2,1,D,7,K,S,2,8,C,2,6,J,2,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Top,Not Reported,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480182.0,4.0,1.0,None,18,January,9:00pm-9:59pm,23,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,482.0,Dodge Ram Pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2005.0,3D7KR26C35G7,3,D,7,K,R,2,6,C,3,5,G,7,One Trailing Unit,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Top,Not Reported,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480191.0,2.0,1.0,None,23,January,10:00pm-10:59pm,0,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Cadillac,3.0,"Cadillac Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan","4-door sedan, hardtop",2004.0,1G6KE54YX4U1,1,G,6,K,E,5,4,Y,X,4,U,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,5 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480207.0,2.0,1.0,None,27,January,1:00am-1:59am,55,Curb,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Lexus,34.0,Lexus GS-300/350/400/430/ 450h/460,"4-door sedan, hardtop",2008.0,JTHBE96S0800,J,T,H,B,E,9,6,S,0,8,0,0,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480271.0,2.0,1.0,01,10,February,4:00pm-4:59pm,30,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Chevrolet,470.0,Chevrolet Van derivative,Unknown van type,1991.0,1GBEG25K8M71,1,G,B,E,G,2,5,K,8,M,7,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,1.0,2015
Texas,480297.0,3.0,2.0,None,8,February,10:00pm-10:59pm,18,Motor Vehicle In-Transport,Angle,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Ford,481.0,Ford F-Series pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",1982.0,1FTDF15F7CKA,1,F,T,D,F,1,5,F,7,C,K,A,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,5 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480354.0,2.0,1.0,02,21,February,5:00pm-5:59pm,35,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,482.0,Dodge Ram Pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2003.0,1D7HA18N53J5,1,D,7,H,A,1,8,N,5,3,J,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Minor Damage,Towed Not Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480356.0,3.0,2.0,None,22,February,8:00pm-8:59pm,40,Motor Vehicle In-Transport,Angle,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Toyota,482.0,Toyota Tundra,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2012.0,5TFRM5F18CX0,5,T,F,R,M,5,F,1,8,C,X,0,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,5 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480356.0,4.0,2.0,None,22,February,8:00pm-8:59pm,40,Motor Vehicle In-Transport,Angle,Motor Vehicle Not In-Transport Outside the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,482.0,Dodge Ram Pickup,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2006.0,1D7HA18226S6,1,D,7,H,A,1,8,2,2,6,S,6,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,5 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480364.0,2.0,1.0,01,23,February,4:00am-4:59am,18,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Oklahoma,Driverless/Motor Vehicle Parked/Stopped Off Roadway,International Harvester/Navistar,881.0,International Harvester/Navistar Medium/Heavy - CBE,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2002.0,3HSCEAMR72N0,3,H,S,C,E,A,M,R,7,2,N,0,One Trailing Unit,US DOT,11237,5711237,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480375.0,2.0,1.0,None,27,February,11:00pm-11:59pm,10,Working Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,"Working Motor Vehicle (highway construction, maintenance, utility only)",No,Texas,Vehicle Registered as Business/Company/Government Vehicle,Isuzu,882.0,"Isuzu Medium/Heavy - COE, low entry","Single-unit straight truck or Cab-Chassis (10,000 lbs. < GVWR < or = 19,500 lbs.)",2004.0,JALB4B144470,J,A,L,B,4,B,1,4,4,4,7,0,No Trailing Units,MC/MX (ICC),1938755,581938755,"10,001 lbs - 26,000 lbs","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",No Cargo Body Type,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,6 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480380.0,2.0,1.0,None,19,January,10:00pm-10:59pm,1,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Motor Vehicle Not In-Transport Within the Trafficway,No,Texas,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Dodge,403.0,Dodge Nitro,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2007.0,1D8GU28K07W5,1,D,8,G,U,2,8,K,0,7,W,5,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,9 Clock Point,Disabling Damage,Towed Due to Disabling Damage,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480445.0,3.0,2.0,None,6,March,1:00am-1:59am,47,Motor Vehicle In-Transport,Front-to-Front,Motor Vehicle Not In-Transport Outside the Trafficway,No,Not Applicable,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,47.0,Datsun/Nissan Altima,"4-door sedan, hardtop",2015.0,1N4BL3AP3FC1,1,N,4,B,L,3,A,P,3,F,C,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Unknown,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480445.0,4.0,2.0,None,6,March,1:00am-1:59am,47,Motor Vehicle In-Transport,Front-to-Front,Motor Vehicle Not In-Transport Outside the Trafficway,No,Not Applicable,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,47.0,Datsun/Nissan Altima,"4-door sedan, hardtop",2015.0,1N4AL3AP2FC2,1,N,4,A,L,3,A,P,2,F,C,2,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Functional Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480445.0,5.0,2.0,None,6,March,1:00am-1:59am,47,Motor Vehicle In-Transport,Front-to-Front,Motor Vehicle Not In-Transport Outside the Trafficway,No,Not Applicable,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,47.0,Datsun/Nissan Altima,"4-door sedan, hardtop",2015.0,1N4AL3APXFC1,1,N,4,A,L,3,A,P,X,F,C,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,Unknown,No Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
Texas,480445.0,6.0,2.0,None,6,March,1:00am-1:59am,47,Motor Vehicle In-Transport,Front-to-Front,Motor Vehicle Not In-Transport Outside the Trafficway,No,Not Applicable,Driverless/Motor Vehicle Parked/Stopped Off Roadway,Datsun/Nissan,47.0,Datsun/Nissan Altima,"4-door sedan, hardtop",2015.0,1N4AL3AP0FC1,1,N,4,A,L,3,A,P,0,F,C,1,No Trailing Units,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable (N/A),No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not a Bus,No Special Use,Not Applicable,No Underride or Override Noted,12 Clock Point,Minor Damage,Not Towed,Motor Vehicle In-Transport,None,None,No or Not Reported,0.0,2015
